"","studyID","blockID","blockID.level2","northing_UTM","easting_UTM","LC.author.coarse","SR","Shannon","Exclude.AM.Shannon","Original.Abundance","Original.Abundance.No.AM","Abundance","Exclude.AM.Abundance","above.genus.prop","above.genus.no.AM","Ratio","abundanceMethod","block.n","subblock.n","X","SC","Est.SR","Est.Shannon","Exclude.AM.SC","Exclude.AM.Est.SR","Exclude.AM.Est.Shannon","LC.author","Lat","Long","ref_siteID","LC.point","Hist.LC.point","fert","Agr.1km","Hist.Agr.1km","Urb.1km","Hist.Urb.1km","Forest","Hist.Forest","Shrubland","Hist.Shrubland","Grassland","Hist.Grassland","biome.value","CHELSA_bio10_01","CHELSA_bio10_12","CHELSA_bio10_04","CHELSA_bio10_15","elevation_1KMmn_SRTM","elevation_1KMsd_SRTM","cell","CHELSA_bio10_02","CHELSA_bio10_07","CHELSA_bio10_06","LC.author.and.GIS","SamplingEffort","LC.GIS","PC1","PC2","Agr1","Urb1","study_LC","qPD.S","Covariate.Est.Shannon"
"69","Baldi01","Baldi01B1","Baldi01Baldi01B1SB4",5198324.455,372114.3925,"Natural",18,2.40901345886951,2.3442576094966,33,32,33,32,1,1,0.545454545454545,"Abundance",1,1,70,0.5795,65.5151515151515,25.2608890020859,0.5977,57.9296875,22.5128926314032,"natural habitat",46.9261261280183,19.3201588174118,"Baldi01Baldi01_10",130,130,1158.231689,0.020408163,0.020408163,0,0,0,0,0,0,0.979591837,0.979591837,4,110,539,8043,27,95.18000031,1.061885118,2009649356,NA,NA,NA,"Natural",1,"Natural",0.252159512312053,-0.0476168857933225,0,0,"Baldi01_Natural",6.43642793980579,1.35243130011587
"71","Baldi01","Baldi01B1","Baldi01Baldi01B1SB5",5214398.535,373866.3078,"Natural",6,1.3497923961724,1.15958881430863,12,11,12,11,1,1,0.5,"Abundance",1,1,72,0.6014,15.1666666666667,7.11190402021827,0.6591,10.4545454545455,5.15571148190974,"natural habitat",47.0710475665764,19.3386844757435,"Baldi01Baldi01_12",130,130,1170.345703,0.176470588,0.176470588,0,0,0.019607843,0.019607843,0,0,0.803921569,0.803921569,4,109,537,8051,27,98.09999847,1.51327455,2002910162,NA,NA,NA,"Natural",1,"Natural",0.264753126888648,-0.0428744797850158,0,0,"Baldi01_Natural",4.59892274129746,0.712288605865139
"75","Baldi01","Baldi01B2","Baldi01Baldi01B2SB3",5263148.872,450544.753,"Natural",9,2.02804676777597,1.89036277533887,19,16,19,16,1,1,0.473684210526316,"Abundance",1,1,76,0.8006,12.7894736842105,10.8566763495468,0.7656,11.75,9.77836449558937,"natural habitat",47.5198858895999,20.3430915930227,"Baldi01Baldi01_16",130,130,1152.426758,0.416666667,0.416666667,0,0,0,0,0,0,0.583333333,0.583333333,4,109,536,8130,28,85.13999939,0.824863613,1981915324,NA,NA,NA,"Natural",1,"Natural",0.29586467248044,-0.0543266795182061,0,0,"Baldi01_Natural",4.10259691176964,0.9902662218696
"77","Baldi01","Baldi01B2","Baldi01Baldi01B2SB1",5277997.176,468695.7302,"Natural",13,2.43369895138543,2.35125728412732,19,18,19,18,1,1,0.684210526315789,"Abundance",1,1,78,0.5432,25.7894736842105,23.3865063945269,0.5743,22.0740740740741,20.3001995802684,"natural habitat",47.6546125503394,20.5831210157677,"Baldi01Baldi01_18",130,130,1100.740723,0.34,0.34,0,0,0,0,0,0,0.66,0.66,4,109,544,8126,29,89.23999786,1.149956465,1975694610,NA,NA,NA,"Natural",1,"Natural",0.301598962115748,-0.0677937482432062,0,0,"Baldi01_Natural",3.73780532425777,1.30750030767593
"78","Baldi01","Baldi01B2","Baldi01Baldi01B2SB1",5276596.273,470173.6074,"Natural",6,1.72019345921983,1.72019345921983,11,11,11,11,1,1,0.545454545454545,"Abundance",1,1,79,0.8601,6.60606060606061,7.53065395572954,0.8601,6.60606060606061,7.53065395572954,"natural habitat",47.6420777115548,20.6028969619015,"Baldi01Baldi01_19",130,130,1100.376099,0.104166667,0.104166667,0,0,0,0,0,0,0.895833333,0.895833333,4,109,543,8127,29,87.22000122,0.889719069,1976213018,NA,NA,NA,"Natural",1,"Natural",0.302789640879053,-0.068826390004869,0,0,"Baldi01_Natural",2.7309778327094,0.876832691610106
"80","Baldi01","Baldi01B2","Baldi01Baldi01B2SB2",5268213.622,454666.431,"Natural",17,2.71980985486504,2.65819344492799,25,24,25,24,1,1,0.68,"Abundance",1,1,80,0.5761,28.616,28.696162810366,0.6007,25.5833333333333,25.9255579478504,"natural habitat",47.5657560402125,20.3973140298355,"Baldi01Baldi01_20",130,130,1152.426758,0.040816327,0.040816327,0,0,0,0,0,0,0.959183673,0.959183673,4,109,543,8131,28,88,1.122497201,1979841744,NA,NA,NA,"Natural",1,"Natural",0.289085671036486,-0.0458407093275518,0,0,"Baldi01_Natural",3.67006041896973,1.41372811167883
"81","Baldi01","Baldi01B2","Baldi01Baldi01B2SB2",5268963.565,454468.2059,"Natural",9,2.04493117484959,2.04493117484959,14,14,14,14,1,1,0.642857142857143,"Abundance",1,1,81,0.5923,17.3571428571429,14.7650751693274,0.5923,17.3571428571429,14.7650751693274,"natural habitat",47.5724896727576,20.3946011291,"Baldi01Baldi01_21",130,130,1152.426758,0.041666667,0.041666667,0,0,0,0,0,0,0.958333333,0.958333333,4,109,543,8127,28,88.80999756,1.146254778,1979452943,NA,NA,NA,"Natural",1,"Natural",0.288294917868663,-0.0464540671176935,0,0,"Baldi01_Natural",3.71325854254141,1.16923566230963
"84","Baldi01","Baldi01B1","Baldi01Baldi01B1SB2",5201840.611,362576.1778,"Natural",6,1.6094379124341,1.6094379124341,10,10,10,10,1,1,0.6,"Abundance",1,1,84,0.6211,13.2,9.47887825129225,0.6211,13.2,9.47887825129225,"natural habitat",46.9558453327894,19.1938674940633,"Baldi01Baldi01_24",11,11,1149.567383,0.739130435,0.739130435,0,0,0,0,0,0,0.260869565,0.260869565,4,110,546,8030,26,92.66000366,1.159482598,2008223710,NA,NA,NA,"Agriculture",1,"Urban",0.228137469303137,-0.018928416935434,0,0,"Baldi01_Natural",2.28962583371763,0.976756945133531
"88","Baldi01","Baldi01B1","Baldi01Baldi01B1SB6",5179177.551,360831.3344,"Natural",26,3.02456876509059,3.02456876509059,41,41,41,41,1,1,0.634146341463415,"Abundance",1,1,88,0.5682,52.3414634146341,40.7382777689985,0.5682,52.3414634146341,40.7382777689985,"natural habitat",46.7516402696517,19.177857217071,"Baldi01Baldi01_28",130,130,1156.019043,0.183673469,0.183673469,0,0,0.06122449,0.06122449,0,0,0.612244898,0.612244898,4,110,556,8018,26,91.79000092,1.079768538,2017814105,NA,NA,NA,"Natural",1,"Natural",0.215903017185692,-0.00898955036722399,0,0,"Baldi01_Natural",4.59678533182939,1.6100026650365
"97","Baldi01","Baldi01B2","Baldi01Baldi01B2SB3",5263306.013,448101.716,"Natural",12,2.24006500152182,2.22430049962706,29,22,29,22,1,1,0.413793103448276,"Abundance",1,1,96,0.7955,29.3793103448276,14.6899224043527,0.7315,28.1818181818182,16.266086137378,"natural habitat",47.5211092702914,20.3106248524201,"Baldi01Baldi01_36",130,130,1152.738159,0.448979592,0.448979592,0,0,0,0,0,0,0.551020408,0.551020408,4,109,535,8129,28,85.52999878,0.713512421,1981915312,NA,NA,NA,"Natural",1,"Natural",0.296667364461487,-0.0556748262071654,0,0,"Baldi01_Natural",4.93119983233752,1.21128306778516
"101","Baldi01","Baldi01B2","Baldi01Baldi01B2SB1",5276216.359,469891.1172,"Natural",11,2.23269447718707,2.13338193026454,19,16,19,16,1,1,0.578947368421053,"Abundance",1,1,100,0.6373,34.2105263157895,19.7631204283796,0.5707,32.96875,19.8935343730542,"natural habitat",47.638646343499,20.5991621821718,"Baldi01Baldi01_40",130,130,1100.376099,0.127659574,0.127659574,0,0,0,0,0,0,0.872340426,0.872340426,4,109,544,8128,29,88.06999969,1.002546787,1976472216,NA,NA,NA,"Natural",1,"Natural",0.301994338699659,-0.0674870693481355,0,0,"Baldi01_Natural",5.64012668892849,1.29871194865247
"103","Baldi01","Baldi01B2","Baldi01Baldi01B2SB2",5266765.785,455740.1709,"Natural",13,2.32654325319411,2.23269447718707,22,19,22,19,1,1,0.590909090909091,"Abundance",1,1,102,0.5994,32.3295454545455,20.7614373645755,0.5377,31.1842105263158,20.5250138224323,"natural habitat",47.5528033784441,20.4117338921253,"Baldi01Baldi01_42",130,130,1152.426758,0.152173913,0.152173913,0,0,0,0,0,0,0.847826087,0.847826087,4,109,536,8130,28,86.01000214,0.953886807,1980360149,NA,NA,NA,"Natural",1,"Natural",0.29586467248044,-0.0543266795182061,0,0,"Baldi01_Natural",3.70267865829662,1.31228345826427
"109","Ball01","Ball01Austin","Ball01Ball01AustinSB1",3337187,645250,"Urban",20,1.23025881944069,1.23025881944069,163,163,163,163,1,1,0.122699386503067,"Abundance",1,1,103,0.9204,61.9907975460123,4.02193105697931,0.9204,61.9907975460123,4.02193105697931,"crop",30.1573967634516,-97.491703147053,"Ball01Bastrop Gardens",60,60,1013.149048,0.15,0.15,0,0,0.8,0.8,0,0,0.05,0.05,8,203,886,6631,26,151.5700073,7.129172325,2792002503,NA,NA,NA,"Agriculture",1,"Natural",-1.18319108845234,-0.428270386707294,0,1,"Ball01_Urban",1.57672224279564,0.604434621748024
"110","Ball01","Ball01Austin","Ball01Ball01AustinSB1",3350917,617208,"Natural",27,2.33910340439236,2.33910340439236,217,217,217,217,1,1,0.124423963133641,"Abundance",1,1,104,0.9587,40.4377880184332,11.4263637780616,0.9587,40.4377880184332,11.4263637780616,"natural habitat",30.2842959763921,-97.7813072011012,"Ball01Brackenridge Field Laboratory (BFL)",100,100,25.35603905,0.025641026,0.025641026,0.076923077,0.076923077,0.666666667,0.666666667,0,0,0.230769231,0.230769231,8,205,779,6744,28,159.1600037,8.918206215,2786040799,NA,NA,NA,"Natural",1,"Natural",-1.06400122656381,-0.570074502272266,0,0,"Ball01_Natural",2.21088058566366,1.05790804646091
"111","Ball01","Ball01Texas","Ball01Ball01TexasSB1",3682002,680246,"Natural",32,2.908100949963,2.908100949963,155,155,155,155,1,1,0.206451612903226,"Abundance",1,1,105,0.8969,95.5870967741936,23.4716842768339,0.8969,95.5870967741936,23.4716842768339,"natural habitat",33.2619936135151,-97.0649062862675,"Ball01Clear Creek Natural Heritage",130,130,1079.238159,0.026315789,0.026315789,0,0,0.289473684,0.289473684,0,0,0.684210526,0.684210526,8,187,868,7894,32,174.4199982,4.176553726,2647109857,NA,NA,NA,"Natural",1,"Natural",-0.688215476504361,-0.291246322653922,0,0,"Ball01_Natural",4.99714385249282,1.3705442547409
"112","Ball01","Ball01Texas","Ball01Ball01TexasSB1",3682169,228464,"Urban",30,2.40475242909182,2.38220269371782,165,164,165,164,1,1,0.181818181818182,"Abundance",1,1,106,0.8971,101.812121212121,14.0707025477336,0.9026,92.609756097561,13.5598788355532,"crop",33.244395855337,-95.9143022977218,"Ball01Commerce Community Garden",130,130,1094.36731,0.125,0.075,0.425,0.475,0,0,0,0,0.45,0.45,8,180,1130,7655,22,169.4700012,3.383651972,2648017471,NA,NA,NA,"Agriculture",1,"Natural",-1.00960866502322,0.166813599755044,0,1,"Ball01_Urban",2.91191466506662,1.13225580890525
"113","Ball01","Ball01Texas","Ball01Ball01TexasSB1",3635515,667077,"Urban",27,2.47559512659791,2.43716917033408,224,221,224,221,1,1,0.120535714285714,"Abundance",1,1,107,0.9601,33.7198660714286,12.9102349155574,0.9595,32.7194570135747,12.407806727123,"crop",32.8449918439973,-97.2147055682322,"Ball01Common Ground Community Garden",190,190,947.3502808,0.026315789,0.026315789,0.973684211,0.973684211,0,0,0,0,0,0,8,189,907,7771,30,189.4100037,2.117049932,2666549803,NA,NA,NA,"Urban",1,"Natural",-0.789860177669438,-0.240963956613606,0,1,"Ball01_Urban",2.63264414479177,1.09369501997659
"114","Ball01","Ball01Texas","Ball01Ball01TexasSB1",3662812,714361,"Natural",32,2.30043698502629,2.30043698502629,349,349,349,349,1,1,0.0916905444126074,"Abundance",1,1,108,0.9657,49.9484240687679,10.7527097110828,0.9657,49.9484240687679,10.7527097110828,"natural habitat",33.0827997521913,-96.7034060728051,"Ball01Connemara Prarie",130,130,794.369873,0.128205128,0.102564103,0.564102564,0.58974359,0,0,0,0,0.307692308,0.307692308,8,184,914,7764,30,195.6799927,4.520796299,2655533987,NA,NA,NA,"Natural",1,"Natural",-0.751534353785916,-0.206124487061962,0,0,"Ball01_Natural",2.28953747714569,1.0315179213938
"115","Ball01","Ball01Texas","Ball01Ball01TexasSB1",3684061,751919,"Natural",22,2.49630878789806,2.49630878789806,90,90,90,90,1,1,0.244444444444444,"Abundance",1,1,109,0.8672,57.6,16.102533511998,0.8672,57.6,16.102533511998,"natural habitat",33.266197019065,-96.2955028957907,"Ball01County Line Prairie",130,130,937.3338013,0,0,0,0,0,0,0,0,1,1,8,181,939,7745,25,177.8200073,4.938380241,2646980534,NA,NA,NA,"Natural",1,"Natural",-0.819729977448427,-0.056767730110012,0,0,"Ball01_Natural",4.53082858956986,1.20689421166652
"116","Ball01","Ball01Texas","Ball01Ball01TexasSB1",3603140,579991,"Urban",62,2.08374067937209,2.08374067937209,1476,1476,1476,1476,1,1,0.0420054200542005,"Abundance",1,1,110,0.9831,114.048046522132,8.34874148402298,0.9831,114.048046522132,8.34874148402298,"crop",32.5627931325665,-98.1479015737564,"Ball01Creekwater Ranch",40,40,668.1431274,0.358974359,0.358974359,0,0,0.179487179,0.179487179,0,0,0.461538462,0.461538462,8,190,721,7775,27,297.3200073,7.492502689,2679768667,NA,NA,NA,"Agriculture",1,"Natural",-0.690402362249483,-0.359680424014195,0,1,"Ball01_Urban",2.01902603226628,0.921621013479083
"117","Ball01","Ball01Austin","Ball01Ball01AustinSB1",3341870,609478,"Natural",25,2.21184944311021,2.16751156925543,207,204,207,204,1,1,0.120772946859903,"Abundance",1,1,111,0.9421,96.6521739130435,10.6895234533608,0.9412,95.6470588235294,10.2231382764281,"natural habitat",30.2033930498486,-97.862608141233,"Ball01Deer Park at Maple Run",70,70,762.0274048,0.054054054,0.054054054,0.540540541,0.648648649,0.351351351,0.243243243,0,0,0.054054054,0.054054054,8,200,881,6685,27,249.6900024,4.258391857,2789799170,NA,NA,NA,"Natural",1,"Natural",-1.12707905078446,-0.429314120440372,0,0,"Ball01_Natural",1.96114728328728,1.0095842350275
"118","Ball01","Ball01Austin","Ball01Ball01AustinSB1",3353468,622432,"Natural",33,2.10439757539814,2.05569044830464,380,374,380,374,1,1,0.0868421052631579,"Abundance",1,1,112,0.9606,70.4013157894737,8.95041690230453,0.9599,69.3997326203209,8.52513591660978,"natural habitat",30.306794127256,-97.7267033150108,"Ball01Elisabet Ney Museum (ENM)",100,100,765.2943726,0,0,0.282051282,0.615384615,0.461538462,0.205128205,0,0,0.256410256,0.179487179,8,203,864,6735,28,193.4799957,2.211244106,2785004019,NA,NA,NA,"Natural",1,"Natural",-1.11642448268047,-0.477631596197374,0,0,"Ball01_Natural",2.35899989838899,0.930701311695395
"119","Ball01","Ball01Austin","Ball01Ball01AustinSB1",3347563,621699,"Urban",31,1.92160461143718,1.89441361666241,455,452,455,452,1,1,0.0681318681318681,"Abundance",1,1,113,0.978,55.9450549450549,7.24307452301503,0.9779,54.9446902654867,7.04329102813351,"crop",30.2535930725183,-97.7350086187558,"Ball01Festival Beach Community Garden",190,100,765.2943726,0,0,0.378378378,0.675675676,0.459459459,0.189189189,0,0,0.054054054,0.027027027,8,206,734,6729,26,140.1000061,5.164300442,2787466416,NA,NA,NA,"Urban",1,"Natural",-1.06709278959389,-0.578770843905222,0,1,"Ball01_Urban",2.11641111033877,0.847775633770888
"120","Ball01","Ball01Texas","Ball01Ball01TexasSB1",3619119,673328,"Urban",33,2.40633973842534,2.37206144874282,458,453,458,453,1,1,0.0720524017467249,"Abundance",1,1,114,0.9782,40.1272613849033,11.6371280956771,0.978,39.1270892462945,11.2381036673669,"crop",32.6961950858556,-97.1510003155617,"Ball01Gnsimer Farms",130,130,853.9154053,0.078947368,0.052631579,0.526315789,0.710526316,0,0,0,0,0.394736842,0.236842105,8,190,829,7710,26,180.1100006,2.194971561,2673548226,NA,NA,NA,"Agriculture",1,"Natural",-0.807609998255363,-0.23994680823894,0,1,"Ball01_Urban",3.06988730073195,1.05069303398399
"121","Ball01","Ball01Austin","Ball01Ball01AustinSB1",3351287,631268,"Urban",37,2.56164483922908,2.56164483922908,188,188,188,188,1,1,0.196808510638298,"Abundance",1,1,115,0.8885,110.109042553191,16.5683312016634,0.8885,110.109042553191,16.5683312016634,"crop",30.2861915594117,-97.6351023492549,"Ball01Green Gate Farms",10,10,813.5307617,0.526315789,0.5,0.078947368,0.105263158,0.157894737,0.157894737,0,0,0.236842105,0.236842105,8,204,848,6720,27,168.1699982,4.972031593,2785911252,NA,NA,NA,"Agriculture",1,"Urban",-1.13024056187313,-0.478579585210166,0,1,"Ball01_Urban",3.02240077153074,1.21927876753781
"122","Ball01","Ball01Texas","Ball01Ball01TexasSB1",3641674,710685,"Natural",27,2.2039982086174,2.2039982086174,121,121,121,121,1,1,0.223140495867769,"Abundance",1,1,116,0.8766,54.8925619834711,11.3952458294162,0.8766,54.8925619834711,11.3952458294162,"natural habitat",32.8929938508794,-96.7476093703502,"Ball01Harry Moss Park",130,130,54.86139679,0,0,0.666666667,0.666666667,0.047619048,0.047619048,0,0,0.238095238,0.238095238,8,187,956,7720,30,169.7299957,6.368445873,2664346771,NA,NA,NA,"Natural",1,"Natural",-0.819079804507216,-0.192591236895102,0,0,"Ball01_Natural",3.84600829046096,1.05672369864385
"123","Ball01","Ball01Texas","Ball01Ball01TexasSB1",3671571,722055,"Natural",28,2.42308636792633,2.40286784149091,190,189,190,189,1,1,0.147368421052632,"Abundance",1,1,117,0.916,70.4421052631579,13.3689999170791,0.9208,64.3015873015873,12.9594636483811,"natural habitat",33.1601940876656,-96.6189051561126,"Ball01Heard Natural Science Museum",10,10,794.6318359,0.317073171,0.195121951,0.170731707,0.292682927,0.097560976,0.097560976,0,0,0.414634146,0.414634146,8,184,921,7783,29,177.4600067,6.548923492,2651905218,NA,NA,NA,"Agriculture",1,"Urban",-0.767622836899887,-0.174449119696537,0,0,"Ball01_Natural",3.69255397843468,1.11258702781786
"124","Ball01","Ball01Texas","Ball01Ball01TexasSB1",3651137,659372,"Urban",29,2.18988801011561,2.18988801011561,296,296,296,296,1,1,0.097972972972973,"Abundance",1,1,118,0.9596,46.9391891891892,9.7065075909921,0.9596,46.9391891891892,9.7065075909921,"crop",32.9869948965903,-97.2943045031122,"Ball01Henrietta Orchard",130,130,946.1992188,0.238095238,0.214285714,0.071428571,0.095238095,0,0,0,0,0.69047619,0.69047619,8,189,772,7827,30,199.4799957,1.590471625,2659940175,NA,NA,NA,"Agriculture",1,"Natural",-0.670840280293619,-0.361306587793018,0,1,"Ball01_Urban",1.83047000605617,0.987062998518819
"125","Ball01","Ball01Texas","Ball01Ball01TexasSB1",3645736,661451,"Urban",33,1.99246638191559,1.97286338301813,454,452,454,452,1,1,0.0726872246696035,"Abundance",1,1,119,0.9781,39.2362334801762,7.69056459681339,0.9779,39.1270543615676,7.54114146344085,"crop",32.9379918598207,-97.2730103928027,"Ball01Homestead Farm",190,190,946.1992188,0.384615385,0.282051282,0.58974359,0.692307692,0,0,0,0,0.025641026,0.025641026,8,187,883,7798,30,222.8000031,1.949358821,2662272982,NA,NA,NA,"Urban",1,"Natural",-0.747918779027471,-0.247205598507603,0,1,"Ball01_Urban",1.58800600010548,0.877437087746913
"126","Ball01","Ball01Austin","Ball01Ball01AustinSB1",3345689,630267,"Natural",45,2.76955043160089,2.73503878627825,372,367,372,367,1,1,0.120967741935484,"Abundance",1,1,120,0.9652,52.6611681329423,17.2476916313292,0.9647,51.6608867971266,16.656876407902,"natural habitat",30.2357960599885,-97.646201144438,"Ball01Hornsby Bend",80,80,813.057312,0.105263158,0.105263158,0,0,0.157894737,0.157894737,0,0,0.736842105,0.736842105,8,206,772,6709,26,132.7899933,3.383178949,2788373648,NA,NA,NA,"Natural",1,"Natural",-1.10310670094125,-0.543546499925674,0,0,"Ball01_Natural",4.58058057937029,1.22159356333735
"127","Ball01","Ball01Austin","Ball01Ball01AustinSB1",3353775,635258,"Natural",24,1.34081664134211,1.31487182005704,380,378,380,378,1,1,0.0631578947368421,"Abundance",1,1,121,0.9817,28.0725877192982,3.97911828629952,0.9816,27.887037037037,3.87667327793008,"natural habitat",30.3081978775482,-97.5933050801443,"Ball01Indiangrass Wildlife Sanctuary",70,70,813.5307617,0.236842105,0.236842105,0,0,0.5,0.5,0,0,0,0,8,203,889,6724,27,176.1600037,8.008395195,2785004067,NA,NA,NA,"Natural",1,"Natural",-1.15264256773015,-0.433597849065201,0,0,"Ball01_Natural",1.61171658468596,0.588459200653525
"128","Ball01","Ball01Austin","Ball01Ball01AustinSB1",3340907,642379,"Urban",44,2.37821193052045,2.3636192163132,593,591,593,591,1,1,0.0741989881956155,"Abundance",1,1,122,0.9748,58.0387858347386,11.3803048343393,0.9747,59.0442349528644,11.2225716838703,"crop",30.1912954255984,-97.5210064523375,"Ball01Johnson's Backyard Garden (JBG)",130,130,814.3494873,0.052631579,0.052631579,0,0,0,0,0,0,0.947368421,0.947368421,8,206,777,6666,27,126.6900024,1.293792844,2790447293,NA,NA,NA,"Agriculture",1,"Natural",-1.10127172529654,-0.56754492455307,0,1,"Ball01_Urban",4.00765460876178,1.0500923881267
"129","Ball01","Ball01Texas","Ball01Ball01TexasSB1",3533258,655458,"Natural",26,2.560739971235,2.560739971235,152,152,152,152,1,1,0.171052631578947,"Abundance",1,1,123,0.9146,67.9720394736842,15.7030899364039,0.9146,67.9720394736842,15.7030899364039,"natural habitat",31.9245992029638,-97.3556086981397,"Ball01Lake Whitney State Park",130,130,812.8726196,0,0,0,0,0.052631579,0.052631579,0,0,0.842105263,0.842105263,8,196,860,7436,25,171.1799927,2.797784805,2709576952,NA,NA,NA,"Natural",1,"Natural",-0.955063225842516,-0.265492345682894,0,0,"Ball01_Natural",4.23402626841576,1.19598511803295
"130","Ball01","Ball01Texas","Ball01Ball01TexasSB1",3660206,692530,"Natural",26,2.69994644261909,2.69994644261909,79,79,79,79,1,1,0.329113924050633,"Abundance",1,1,124,0.8367,46.8575949367089,20.256553666514,0.8367,46.8575949367089,20.256553666514,"natural habitat",33.0633967141179,-96.9377057367496,"Ball01Lewisville Lake Environmental Learning Area",80,80,1079.296753,0.026315789,0.026315789,0,0,0.368421053,0.368421053,0,0,0.473684211,0.473684211,8,188,899,7813,30,155.9499969,5.000750065,2656441103,NA,NA,NA,"Natural",1,"Natural",-0.766378270910088,-0.235984747522339,0,0,"Ball01_Natural",3.70631407322431,1.30656555894477
"131","Ball01","Ball01Austin","Ball01Ball01AustinSB1",3369616,564216,"Urban",25,2.11179868479171,2.10023678800124,429,428,429,428,1,1,0.0582750582750583,"Abundance",1,1,125,0.9837,33.1476301476301,8.60558787358019,0.986,29.9859813084112,8.47524623389544,"crop",30.4569961372806,-98.3311096923235,"Ball01M&J Farms",10,10,603.6903687,0.85,0.85,0,0,0.025,0.025,0.125,0.125,0,0,8,194,831,6815,33,388.1300049,6.573667049,2778005401,NA,NA,NA,"Agriculture",1,"Urban",-0.920749036627179,-0.555471448956648,0,1,"Ball01_Urban",1.79835868172279,0.928152324747519
"132","Ball01","Ball01Texas","Ball01Ball01TexasSB1",3545323,661916,"Urban",48,2.79948786728237,2.79948786728237,410,410,410,410,1,1,0.117073170731707,"Abundance",1,1,126,0.9513,72.9390243902439,18.0921959086274,0.9513,72.9390243902439,18.0921959086274,"crop",32.0324964437566,-97.2853008726357,"Ball01Majestic Orchards",130,130,857.9550781,0,0,0,0,0,0,0,0,1,1,8,193,920,7457,24,199.8099976,5.816691399,2704522578,NA,NA,NA,"Agriculture",1,"Natural",-0.984923830022451,-0.166585198387181,0,1,"Ball01_Urban",2.55842840471157,1.25749128179194
"133","Ball01","Ball01Austin","Ball01Ball01AustinSB1",3335791,648631,"Natural",23,0.790609152068795,0.790609152068795,623,623,623,623,1,1,0.0369181380417336,"Abundance",1,1,127,0.9824,38.1007223113965,2.27738375645478,0.9824,38.1007223113965,2.27738375645478,"natural habitat",30.1443951252478,-97.4568009996693,"Ball01McKinney Roughs Nature Park",90,90,1013.149048,0.105263158,0.105263158,0,0,0.868421053,0.868421053,0.026315789,0.026315789,0,0,4,204,879,6626,27,142.9100037,16.250597,2792650516,NA,NA,NA,"Natural",1,"Natural",-1.17324591358981,-0.463824223773831,0,0,"Ball01_Natural",1.20322743261114,0.35743621869942
